"PIN","Admit.Year","Academic.Interest.1","Academic.Interest.2","Major","Real.Grade.Numeric.Literature and Humanities 1","Real.Grade.Numeric.Literature and Humanities 2","Real.Grade.Numeric.Philosophy and  Political Thought 1","Real.Grade.Numeric.Philosophy and  Political Thought 2","Real.Grade.Numeric.Comparative Social Inquiry","Real.Grade.Numeric.Modern Social Thought","Real.Grade.Numeric.Quantitative Reasoning","Real.Grade.Numeric.Science"
"N381120401276",2019,"Philosophy, Politics and Economics","Global Affairs","DDP LAW",5.5,5,4.5,0,5,0,4.5,5
"N335120401277",2019,"Literature","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,5.5,4.5,5,5,5.5,4.5,2.5
"N367120412241",2019,"Psychology","Anthropology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5.5,5,5.5,5,5,4.5,5,4.5
"N316120401278",2019,"Mathematical, Computational and Statistical Sciences","Economics","GLOBAL AFFAIRS",4,4.5,4.5,0,4,4,4,2
"N304120408297",2019,"Philosophy, Politics and Economics","Economics","GLOBAL AFFAIRS",4,5.5,3.5,4.5,4.5,4.5,3.5,4
"N318120424297",2019,"Global Affairs","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,4.5,4.5,5,5,5.5,4.25
"N356120424277",2019,"Anthropology","Global Affairs","ENVIRONMENTAL STUDIES",5,5.5,5,5,6,5,6,5.25
"N346120424296",2019,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,5.5,4.5,4.5,4.5,5,3,4.75
"N370120408276",2019,"Anthropology","Global Affairs","PSYCHOLOGY",4.5,5,4.5,4.5,4.5,4.5,3,4.25
"N328115405225",2019,"Economics","Undecided","GLOBAL AFFAIRS",5,5,4.5,5,5.5,4.5,4.5,5.25
"N315120408277",2019,"History","Undecided","HISTORY",5,5.5,4,5,5,5,4.5,2
"N383120423296",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,0,4,4.5,4.5,4.5,4,5.25
"N377120421276",2019,"Literature","Philosophy","LITERATURE",4.5,5,4,4.5,5,4,3,2.25
"N362120421251",2019,"Psychology","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,5,5,4.5,4.5,2.5,2.25
"N368120418277",2019,"Philosophy, Politics and Economics","Global Affairs","DDP LAW",5.5,5,4,4.5,5,0,4,2.25
"N357120423277",2019,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,5,4,0,3,4.5,3.5,2.25
"N382120425277",2019,"Life Sciences","Psychology","PHYSICAL SCIENCES",4.5,5,4.5,0,4,4.5,3.5,5
"N384120423277",2019,"Economics","Philosophy, Politics and Economics","ECONOMICS",4,4.5,4,4,5,4.5,3.5,4.25
"N384120424258",2019,"Psychology","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4,5.5,4.5,5,4.5,5
"N350120408296",2019,"Physical Sciences","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",5,5,4,0,5,4,4.5,2
"N388117405293",2019,"Life Sciences","Psychology","PSYCHOLOGY",4.5,5,5.5,5,4.5,4.5,5,5.5
"N325120405277",2019,"Economics","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,0,4,0,4,4.5,3.5,4
"N354120402277",2019,"Arts & Humanities","Arts & Humanities","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5,4.5,5,4.5,5,3.5,2.5
"N366120421296",2019,"Economics","Undecided","ECONOMICS",4,0,4.5,4.5,4.5,4.5,3.5,4.75
"N351120405296",2019,"Physical Sciences","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",4.5,5,4,0,4.5,4.5,4.5,4.75
"N398120413276",2019,"Psychology","Philosophy, Politics and Economics","PSYCHOLOGY",5,5,4.5,0,5,4.5,4.5,2.5
"N375120423277",2019,"Anthropology","Arts & Humanities","ENVIRONMENTAL STUDIES",5,5,4.5,0,5.5,5,5,2.25
"N326120425297",2019,"Psychology","Economics","ENVIRONMENTAL STUDIES",3.5,5,3.5,0,4.5,3.5,4.5,1.75
"N308120402278",2019,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,5.5,5,4.5,4.5,5,4.5,2.25
"N309120402277",2019,"Mathematical, Computational and Statistical Sciences","Philosophy","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,5.5,5.5,5,5,5,5.5
"N390120401276",2019,"Global Affairs","Urban Studies","ANTHROPOLOGY",4.5,5,4,4.5,4.5,4.5,4,4.75
"N395120418277",2019,"Global Affairs","Literature","HISTORY",5.5,5,0,5,4.5,6,4,5
"N358120418296",2019,"Philosophy, Politics and Economics","Global Affairs","DDP LAW",3.5,5.5,4,5,5.5,0,3,2
"N393120424276",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,0,4.5,4.5,4.5,5,4.5,4.75
"N337120423297",2019,"Economics","Global Affairs","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,4,4.5,4,4.5,3.5,4.5
"N342120408277",2019,"Life Sciences","Psychology","LIFE SCIENCES",5,5.5,5,0,5.5,4.5,5.5,5.5
"N320120414277",2019,"Psychology","Psychology","PSYCHOLOGY",4.5,0,4.5,0,5.5,4.5,4.5,5.25
"N363120425296",2019,"Philosophy","Psychology","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,4.5,4,0,4.5,5,5,2
"N366120423277",2019,"Life Sciences","Environmental Studies","ENVIRONMENTAL STUDIES",4.5,0,4.5,0,4,4.5,4,4.5
"N393120423277",2019,"Literature","History","PSYCHOLOGY",5.5,5,4.5,4,5.5,4.5,4.5,4.75
"N390120402277",2019,"Environmental Studies","Urban Studies","LIFE SCIENCES",4,4,4,0,4.5,4.5,4,4
"N330120410297",2019,"History","Psychology","HISTORY",5.5,4.5,4,0,5,4.5,3,2
"N386120414296",2019,"Economics","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,4.5,5,5,5,5,4.5
"N383120424277",2019,"Life Sciences","Undecided","PSYCHOLOGY",4,5,4.5,0,4.5,4.5,4,2.25
"N344120401277",2019,"Physical Sciences","Economics","ECONOMICS",5,5,4.5,5,5.5,4.5,4.5,5.5
"N383120425276",2019,"Life Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,5.5,5.5,5,5.5,5.5,5
"N385120423276",2019,"Economics","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5,4.5,5.5,4,4.5,5.5,5
"N335120425297",2019,"Mathematical, Computational and Statistical Sciences","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,5,5.5,4.5,5,4.5,5
"N377120414296",2019,"Undecided","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5.5,4,5,4,4.5,5.5,5
"N373120421213",2019,"Psychology","Environmental Studies","GLOBAL AFFAIRS",4.5,5,0,0,4.5,5,4,5.25
"N329120421297",2019,"Psychology","Undecided","PSYCHOLOGY",4.5,4.5,4.5,5,5.5,5,3,2.25
"N371120401277",2019,"Urban Studies","Undecided","LITERATURE",5.5,5.5,4,4.5,5,5.5,4,4.5
"N359120414296",2019,"Global Affairs","Economics","URBAN STUDIES",4.5,4.5,4,5,4.5,4.5,4.5,4.5
"N355120424296",2019,"Urban Studies","Philosophy, Politics and Economics","URBAN STUDIES",5,5,4.5,4.5,5,4.5,5,5.25
"N338120424277",2019,"Economics","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,5,5.5,5,5,5.5,4.5,4.75
"N389120410296",2019,"Literature","Undecided","LITERATURE",5.5,5,4.5,4.5,5,5,4,2.5
"N301120414278",2019,"Undecided","Psychology","PSYCHOLOGY",4.5,5,4,0,4,4,3.5,2.25
"N345120402277",2019,"Anthropology","Mathematical, Computational and Statistical Sciences","ECONOMICS",3.5,5,4,0,3.5,4,4.5,1.75
"N348120421296",2019,"Philosophy, Politics and Economics","Economics","ANTHROPOLOGY",4.5,5,5,5.5,4.5,5,4.5,5
"N312120412278",2019,"Economics","Global Affairs","ECONOMICS",4.5,0,4.5,0,5,5,4.5,5
"N380120402296",2019,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,4.5,3.5,5,4.5,4,3,4.5
"N365120423296",2019,"Literature","Psychology","LITERATURE",5,5.5,4.5,0,4,4.5,4,4.75
"N380120401277",2019,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","PHILOSOPHY",5,5.5,5,5.5,5,5.5,5,5.5
"N304120410278",2019,"Physical Sciences","Psychology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5,5,0,5,5.5,5.5,4
"N312120413277",2019,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,0,4.5,5,4.5,5,4.5,2.25
"N303120412278",2019,"Undecided","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,5,4,5,3.5,4.5,3,2.5
"N397120412296",2019,"Philosophy, Politics and Economics","Arts & Humanities","DDP LAW",5,5,4.5,0,4.5,0,5.5,5
"N354120425296",2019,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,4.5,0,4.5,4.5,5,5
"N382120402276",2019,"Environmental Studies","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,4,5.5,4.5,4,5,5.25
"N341120410277",2019,"Psychology","Philosophy","PSYCHOLOGY",4.5,4,4.5,4,4,4,4,4.5
"N386120421258",2019,"History","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",5,5.5,5.5,5,5,4.5,4,2.5
"N301120413297",2019,"Environmental Studies","Global Affairs","URBAN STUDIES",4.5,5,4.5,0,5.5,4.5,4.5,5
"N322120408297",2019,"Psychology","Undecided","PSYCHOLOGY",5.5,5.5,6,5,4.5,5.5,3,5.5
"N311120412297",2019,"Physical Sciences","Physical Sciences","ECONOMICS",4.5,5,5.5,0,5,5,5,5.25
"N371120405276",2019,"Urban Studies","Economics","URBAN STUDIES",4.5,4.5,4,0,4.5,3.5,4,1.75
"N396120413296",2019,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY",5,0,5,0,4.5,4.5,4.5,2.5
"N340120412277",2019,"Environmental Studies","Urban Studies","ENVIRONMENTAL STUDIES",5,5,4.5,0,5,4.5,5.5,5
"N337120425277",2019,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5.5,5,4.5,4.5,5.5,4.5,4.75
"N325120402297",2019,"Urban Studies","Arts & Humanities","ARTS AND HUMANITIES",4,4.5,4.5,4.5,4.5,4.5,4,2.25
"N396120418276",2019,"Anthropology","Philosophy, Politics and Economics","DDP LAW",5,5.5,5,5,5,0,4.5,2
"N379120414276",2019,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4,5,4,0,5,4,3,2.5
"N376120423276",2019,"Arts & Humanities","Literature","ENVIRONMENTAL STUDIES",5,5.5,4.5,5,5,5.5,4,2.25
"N399120408296",2019,"Environmental Studies","Global Affairs","ENVIRONMENTAL STUDIES",5,5,4,0,5,5.5,4.5,2.5
"N355120425277",2019,"Economics","Undecided","ECONOMICS",4.5,5.5,4.5,0,5,4.5,4.5,5.25
"N330120413277",2019,"Arts & Humanities","Economics","ARTS AND HUMANITIES",4.5,5,3.5,0,3.5,4.5,4.5,2.5
